x_m,depth_m,initial_vp_m_s,true_vp_m_s,inverted_vp_m_s
7000.0,40.0,1500.0,1500.0,1500.0
7000.0,60.0,1500.0,1500.0,1500.0
7000.0,80.0,1500.0,1500.0,1500.0
7000.0,100.0,1500.0,1500.0,1500.0
7000.0,120.0,1500.0,1500.0,1500.0
7000.0,140.0,1500.0,1500.0,1500.0
7000.0,160.0,1500.0,1500.0,1500.0
7000.0,180.0,1500.0,1500.0,1500.0
7000.0,200.0,1500.0,1500.0,1500.0
7000.0,220.0,1500.0,1500.0,1500.0
7000.0,240.0,1500.0,1500.0,1500.0
7000.0,260.0,1500.0,1500.0,1500.0
7000.0,280.0,1500.0,1500.0,1500.0
7000.0,300.0,1500.0,1500.0,1500.0
7000.0,320.0,1500.0,1500.0,1500.0
7000.0,340.0,1500.0,1500.0,1500.0
7000.0,360.0,1500.0,1500.0,1500.0
7000.0,380.0,1500.0,1500.0,1500.0
7000.0,400.0,1500.0,1500.0,1500.0
7000.0,420.0,1500.0,1500.0,1500.0
7000.0,440.0,1500.0,1500.0,1500.0
7000.0,460.0,1837.1172,1837.1172,1837.1149
7000.0,480.0,1876.3092,1876.3092,1876.3075
7000.0,500.0,1949.7916,1949.7916,1949.7898
7000.0,520.0,2006.9462,2006.9462,2025.0881
7000.0,540.0,2192.7905,2123.7075,2106.5032
7000.0,560.0,2193.6396,1970.6145,1981.7474
7000.0,580.0,2195.2095,1976.7383,1960.2783
7000.0,600.0,2197.6565,1946.1195,1965.722
7000.0,620.0,2200.9385,1952.2433,1948.8145
7000.0,640.0,2205.12,2007.3568,1992.0928
7000.0,660.0,2210.4646,2013.4806,2033.625
7000.0,680.0,2216.889,2019.6042,2004.9471
7000.0,700.0,2224.344,1939.9958,1960.3436
7000.0,720.0,2232.734,1946.1195,1943.529
7000.0,740.0,2241.909,1952.2433,1962.2378
7000.0,760.0,2251.769,2044.0992,2020.5746
7000.0,780.0,2262.3132,2050.223,2078.1272
7000.0,800.0,2273.7104,2203.316,2168.6104
7000.0,820.0,2285.9827,2209.4397,2236.522
7000.0,840.0,2299.0903,2215.5635,2188.6228
7000.0,860.0,2312.8984,2062.4705,2060.381
7000.0,880.0,2327.2512,2068.594,2070.464
7000.0,900.0,2341.9448,2086.9653,2085.6672
7000.0,920.0,2356.8523,2093.0889,2138.6375
7000.0,940.0,2371.91,2658.9211,2531.2825
7000.0,960.0,2387.1392,2668.1067,2739.8606
7000.0,980.0,2402.508,2714.0347,2722.314
7000.0,1000.0,2418.028,2661.9832,2664.5876
7000.0,1020.0,2433.6294,2805.8906,2757.128
7000.0,1040.0,2449.1733,2815.0762,2830.2627
7000.0,1060.0,2464.6257,2714.0347,2784.427
7000.0,1080.0,2480.0142,2821.1997,2760.5493
7000.0,1100.0,2495.4097,2830.3855,2808.5532
7000.0,1120.0,2510.8987,2766.0862,2834.4573
7000.0,1140.0,2526.5159,2775.272,2845.5217
7000.0,1160.0,2542.2932,3162.5361,2947.186
7000.0,1180.0,2558.3252,2982.0088,3113.4473
7000.0,1200.0,2574.7007,3144.41,3198.754
7000.0,1220.0,2591.7454,3184.3367,3099.1353
7000.0,1240.0,2609.4155,2667.0044,2764.2861
7000.0,1260.0,2627.6204,2552.3682,2515.9795
7000.0,1280.0,2646.2776,2567.6775,2567.3845
7000.0,1300.0,2665.025,2582.987,2597.6597
7000.0,1320.0,2683.8188,2598.2964,2619.0
7000.0,1340.0,2702.7075,3042.2664,2837.4053
7000.0,1360.0,2721.856,3057.5757,3091.9827
7000.0,1380.0,2741.598,3072.8848,3164.5527
7000.0,1400.0,2761.8833,3088.194,3045.4065
7000.0,1420.0,2782.7021,2772.8225,2878.6628
7000.0,1440.0,2804.065,2788.1318,2797.4841
7000.0,1460.0,2825.8794,2803.441,2795.8499
7000.0,1480.0,2848.2412,2818.7502,2811.8408
7000.0,1500.0,2871.206,2834.0596,2834.6794
7000.0,1520.0,2894.7798,2849.369,2867.8708
7000.0,1540.0,2918.8745,2864.6782,2872.9775
7000.0,1560.0,2943.4182,2843.245,2858.4817
7000.0,1580.0,2968.278,2858.5544,2867.9165
7000.0,1600.0,2993.2234,2910.6062,2918.9023
7000.0,1620.0,3018.1235,2925.9153,2953.0393
7000.0,1640.0,3042.8433,2941.2249,2946.9182
7000.0,1660.0,3067.3347,2956.5342,2953.899
7000.0,1680.0,3091.694,2971.8433,2989.0325
7000.0,1700.0,3115.9602,2987.1528,3006.896
7000.0,1720.0,3140.0437,3002.4622,3002.0073
7000.0,1740.0,3164.0332,3017.7715,3013.492
7000.0,1760.0,3187.836,3033.0806,3034.037
7000.0,1780.0,3211.1611,3048.39,3053.8052
7000.0,1800.0,3233.3787,3063.6992,3061.2546
7000.0,1820.0,3253.4922,2939.3877,3048.1973
7000.0,1840.0,3271.628,3118.813,3046.0364
7000.0,1860.0,3288.258,3134.122,3101.0334
7000.0,1880.0,3303.5308,3063.6992,3173.2495
7000.0,1900.0,3317.4324,3164.7407,3191.0815
7000.0,1920.0,3330.16,3180.0503,3177.3733
7000.0,1940.0,3341.879,3195.3594,3257.132
7000.0,1960.0,3354.1038,3210.6687,3381.7898
7000.0,1980.0,3367.085,3470.9272,3353.6047
7000.0,2000.0,3381.0122,2849.2236,3062.1934
7000.0,2020.0,3395.8481,2849.2236,2828.1904
7000.0,2040.0,3411.5173,3516.855,3136.3015
7000.0,2060.0,3427.582,3532.164,3538.5806
7000.0,2080.0,3443.6292,3547.4736,3642.5776
7000.0,2100.0,3459.9854,3562.7827,3581.4343
7000.0,2120.0,3476.455,3578.0923,3526.1572
7000.0,2140.0,3492.9717,3593.4016,3600.126
7000.0,2160.0,3509.1702,3833.0286,3732.7957
7000.0,2180.0,3524.725,3833.0286,3850.7346
7000.0,2200.0,3539.1262,3833.0286,4014.038
7000.0,2220.0,3552.266,4434.05,4225.771
7000.0,2240.0,3564.4917,4434.05,4397.3813
7000.0,2260.0,3576.3455,4434.05,4378.625
7000.0,2280.0,3588.462,3833.0286,4142.3457
7000.0,2300.0,3600.6543,3526.4553,3830.479
7000.0,2320.0,3612.5366,3526.4553,3583.644
7000.0,2340.0,3624.278,3833.0286,3555.2246
7000.0,2360.0,3635.724,3061.862,3594.7358
7000.0,2380.0,3646.7212,3245.574,3408.1724
7000.0,2400.0,3657.4807,3245.574,3174.4336
7000.0,2420.0,3668.3389,3245.574,3170.3848
7000.0,2440.0,3679.4402,3245.574,3327.8892
7000.0,2460.0,3691.101,3245.574,3356.54
7000.0,2480.0,3703.2107,3245.574,3232.3464
7000.0,2500.0,3715.4404,2988.3774,3093.7927
7000.0,2520.0,3727.5535,2988.3774,3035.4436
7000.0,2540.0,3739.472,2988.3774,3015.2473
7000.0,2560.0,3751.4106,2988.3774,2983.3638
7000.0,2580.0,3763.6934,3061.862,3007.1604
7000.0,2600.0,3776.1467,3061.862,3088.6587
7000.0,2620.0,3788.631,3061.862,3115.733
7000.0,2640.0,3800.682,3061.862,3104.7083
7000.0,2660.0,3811.6611,3061.862,3124.7195
7000.0,2680.0,3821.1152,3061.862,3077.2014
7000.0,2700.0,3829.9478,3061.862,3010.0159
7000.0,2720.0,3838.4575,3061.862,3102.399
7000.0,2740.0,3846.4968,3919.1836,3425.2961
7000.0,2760.0,3853.3044,3919.1836,3726.8594
7000.0,2780.0,3859.513,3919.1836,3975.4028
7000.0,2800.0,3866.2852,4503.332,4175.7188
7000.0,2820.0,3873.6282,4139.6016,4301.867
7000.0,2840.0,3881.6194,4139.6016,4311.8135
7000.0,2860.0,3890.4104,4139.6016,4233.219
7000.0,2880.0,3899.7537,4139.6016,4158.0044
7000.0,2900.0,3907.8909,4139.6016,4127.716
7000.0,2920.0,3913.8904,3833.0286,4082.4482
7000.0,2940.0,3916.476,3833.0286,3948.772
7000.0,2960.0,3915.5415,3833.0286,3808.616
7000.0,2980.0,3911.4695,3833.0286,3870.6946
7000.0,3000.0,3904.057,4440.978,4129.5117
7000.0,3020.0,3893.1885,4395.945,4372.2656
7000.0,3040.0,3881.1592,4395.945,4417.602
7000.0,3060.0,3868.055,3808.7798,4306.1714
7000.0,3080.0,3854.5647,4645.3604,4147.2085
7000.0,3100.0,3840.9116,4298.95,4095.306
7000.0,3120.0,3826.9263,4298.95,4263.317
7000.0,3140.0,3812.6719,4298.95,4522.0386
7000.0,3160.0,3798.3296,4766.604,4736.6294
7000.0,3180.0,3784.6465,4766.604,4755.998
7000.0,3200.0,3771.7715,3566.2925,4513.94
7000.0,3220.0,3759.7344,3566.2925,4151.74
7000.0,3240.0,3748.6157,3566.2925,3758.4744
7000.0,3260.0,3738.5195,3566.2925,3508.273
7000.0,3280.0,3729.4448,3432.9246,3518.8215
7000.0,3300.0,3721.4631,3432.9246,3608.949
7000.0,3320.0,3714.5962,3460.6377,3538.8787
7000.0,3340.0,3708.8167,3460.6377,3430.5938
7000.0,3360.0,3703.8933,3900.5784,3585.4612
7000.0,3380.0,3699.6968,3900.5784,3960.421
7000.0,3400.0,3696.0945,3500.4746,4112.99
7000.0,3420.0,3693.3352,3500.4746,3984.3965
7000.0,3440.0,3691.587,3500.4746,3636.7092
7000.0,3460.0,3690.8362,3500.4746,3505.22
7000.0,3480.0,3690.6943,4366.5,3705.7424
9000.0,20.0,1500.0,1500.0,1500.0
9000.0,40.0,1500.0,1500.0,1500.0
9000.0,60.0,1500.0,1500.0,1500.0
9000.0,80.0,1500.0,1500.0,1500.0
9000.0,100.0,1500.0,1500.0,1500.0
9000.0,120.0,1500.0,1500.0,1500.0
9000.0,140.0,1500.0,1500.0,1500.0
9000.0,160.0,1500.0,1500.0,1500.0
9000.0,180.0,1500.0,1500.0,1500.0
9000.0,200.0,1500.0,1500.0,1500.0
9000.0,220.0,1500.0,1500.0,1500.0
9000.0,240.0,1500.0,1500.0,1500.0
9000.0,260.0,1500.0,1500.0,1500.0
9000.0,280.0,1500.0,1500.0,1500.0
9000.0,300.0,1500.0,1500.0,1500.0
9000.0,320.0,1500.0,1500.0,1500.0
9000.0,340.0,1500.0,1500.0,1500.0
9000.0,360.0,1500.0,1500.0,1500.0
9000.0,380.0,1500.0,1500.0,1500.0
9000.0,400.0,1500.0,1500.0,1500.0
9000.0,420.0,1500.0,1500.0,1500.0
9000.0,440.0,1500.0,1500.0,1500.0
9000.0,460.0,1837.1172,1837.1172,1837.1172
9000.0,480.0,1876.3092,1876.3092,1876.3092
9000.0,500.0,1949.7916,1949.7916,1949.7916
9000.0,520.0,2006.9462,2006.9462,1994.5627
9000.0,540.0,2192.7905,1976.7383,2110.7856
9000.0,560.0,2193.6396,2484.3948,2322.923
9000.0,580.0,2195.2095,2493.5806,2502.732
9000.0,600.0,2197.6565,2539.5085,2539.775
9000.0,620.0,2200.9385,2548.6943,2487.7712
9000.0,640.0,2205.12,2557.8796,2427.5447
9000.0,660.0,2210.4646,2505.8281,2423.034
9000.0,680.0,2216.889,2515.0137,2481.2134
9000.0,700.0,2224.344,2658.9211,2535.518
9000.0,720.0,2232.734,2668.1067,2535.8245
9000.0,740.0,2241.909,2518.0754,2521.3047
9000.0,760.0,2251.769,2674.2305,2560.9392
9000.0,780.0,2262.3132,2683.4163,2601.5957
9000.0,800.0,2273.7104,2619.117,2556.9329
9000.0,820.0,2285.9827,2628.3025,2443.2644
9000.0,840.0,2299.0903,2352.2449,2410.8552
9000.0,860.0,2312.8984,2563.6357,2477.2043
9000.0,880.0,2327.2512,2603.5627,2489.996
9000.0,900.0,2341.9448,2423.0352,2456.0654
9000.0,920.0,2356.8523,2585.4363,2434.7563
9000.0,940.0,2371.91,2435.5276,2384.2026
9000.0,960.0,2387.1392,2322.7285,2300.9106
9000.0,980.0,2402.508,2338.0378,2285.3513
9000.0,1000.0,2418.028,2353.3474,2348.089
9000.0,1020.0,2433.6294,2368.6567,2373.3467
9000.0,1040.0,2449.1733,2383.9658,2348.8403
9000.0,1060.0,2464.6257,2399.2751,2389.2058
9000.0,1080.0,2480.0142,2414.5845,2536.0857
9000.0,1100.0,2495.4097,2858.5544,2673.553
9000.0,1120.0,2510.8987,2873.8638,2714.9165
9000.0,1140.0,2526.5159,2889.173,2697.967
9000.0,1160.0,2542.2932,2904.4824,2698.4668
9000.0,1180.0,2558.3252,2919.7917,2707.0986
9000.0,1200.0,2574.7007,2935.101,2669.0625
9000.0,1220.0,2591.7454,2950.4106,2597.546
9000.0,1240.0,2609.4155,2635.0386,2550.6113
9000.0,1260.0,2627.6204,2650.348,2564.8777
9000.0,1280.0,2646.2776,2665.6572,2607.0674
9000.0,1300.0,2665.025,2680.9666,2638.0928
9000.0,1320.0,2683.8188,2696.276,2619.4414
9000.0,1340.0,2702.7075,2711.5852,2545.4038
9000.0,1360.0,2721.856,2690.152,2531.528
9000.0,1380.0,2741.598,2705.4614,2621.0417
9000.0,1400.0,2761.8833,2757.513,2719.2249
9000.0,1420.0,2782.7021,2772.8225,2750.0203
9000.0,1440.0,2804.065,2788.1318,2738.1162
9000.0,1460.0,2825.8794,2803.441,2731.4458
9000.0,1480.0,2848.2412,2818.7502,2741.2192
9000.0,1500.0,2871.206,2834.0596,2745.2876
9000.0,1520.0,2894.7798,2849.369,2736.9631
9000.0,1540.0,2918.8745,2864.6782,2737.2546
9000.0,1560.0,2943.4182,2939.3877,2795.646
9000.0,1580.0,2968.278,2939.3877,2868.0608
9000.0,1600.0,2993.2234,2939.3877,2877.5413
9000.0,1620.0,3018.1235,2939.3877,2823.9683
9000.0,1640.0,3042.8433,2939.3877,2924.738
9000.0,1660.0,3067.3347,2939.3877,3252.748
9000.0,1680.0,3091.694,3245.574,3582.282
9000.0,1700.0,3115.9602,4347.844,3755.7227
9000.0,1720.0,3140.0437,4347.844,3809.5552
9000.0,1740.0,3164.0332,4102.895,3809.7537
9000.0,1760.0,3187.836,4102.895,3787.074
9000.0,1780.0,3211.1611,4102.895,3752.6328
9000.0,1800.0,3233.3787,4286.607,3628.9143
9000.0,1820.0,3253.4922,4286.607,3313.8645
9000.0,1840.0,3271.628,4286.607,2954.083
9000.0,1860.0,3288.258,3134.122,2849.7363
9000.0,1880.0,3303.5308,3149.4314,2902.537
9000.0,1900.0,3317.4324,3164.7407,2914.139
9000.0,1920.0,3330.16,3033.0806,2967.6152
9000.0,1940.0,3341.879,3048.39,3093.7795
9000.0,1960.0,3354.1038,3063.6992,3198.909
9000.0,1980.0,3367.085,3409.69,3215.8755
9000.0,2000.0,3381.0122,3424.999,3227.3198
9000.0,2020.0,3395.8481,3256.5964,3293.3848
9000.0,2040.0,3411.5173,3271.906,3358.1392
9000.0,2060.0,3427.582,3532.164,3342.1936
9000.0,2080.0,3443.6292,3547.4736,3238.958
9000.0,2100.0,3459.9854,3317.8337,3170.6194
9000.0,2120.0,3476.455,3333.1433,3245.3335
9000.0,2140.0,3492.9717,3348.4524,3367.6726
9000.0,2160.0,3509.1702,3278.0295,3387.8481
9000.0,2180.0,3524.725,3379.071,3279.731
9000.0,2200.0,3539.1262,3394.3804,3275.9812
9000.0,2220.0,3552.266,3654.6387,3417.4072
9000.0,2240.0,3564.4917,2968.711,3578.5469
9000.0,2260.0,3576.3455,3685.2573,3684.1003
9000.0,2280.0,3588.462,3700.5667,3716.1296
9000.0,2300.0,3600.6543,3715.8762,3718.4397
9000.0,2320.0,3612.5366,3731.1855,3748.2458
9000.0,2340.0,3624.278,3833.0286,3806.7163
9000.0,2360.0,3635.724,3833.0286,3827.7046
9000.0,2380.0,3646.7212,3833.0286,3770.2725
9000.0,2400.0,3657.4807,3833.0286,3667.5212
9000.0,2420.0,3668.3389,4434.05,3591.7463
9000.0,2440.0,3679.4402,3833.0286,3593.1895
9000.0,2460.0,3691.101,3833.0286,3656.1506
9000.0,2480.0,3703.2107,3526.4553,3723.8416
9000.0,2500.0,3715.4404,3526.4553,3755.1292
9000.0,2520.0,3727.5535,3833.0286,3743.955
9000.0,2540.0,3739.472,4503.332,3709.9883
9000.0,2560.0,3751.4106,4503.332,3679.5986
9000.0,2580.0,3763.6934,4503.332,3678.9858
9000.0,2600.0,3776.1467,4503.332,3721.8447
9000.0,2620.0,3788.631,4503.332,3801.8584
9000.0,2640.0,3800.682,4503.332,3897.5137
9000.0,2660.0,3811.6611,4503.332,3980.5542
9000.0,2680.0,3821.1152,4503.332,4006.025
9000.0,2700.0,3829.9478,4503.332,3956.573
9000.0,2720.0,3838.4575,4335.5967,3880.4167
9000.0,2740.0,3846.4968,4139.6377,3850.6375
9000.0,2760.0,3853.3044,4139.6377,3890.1182
9000.0,2780.0,3859.513,4139.6377,3946.1042
9000.0,2800.0,3866.2852,4408.0693,3957.008
9000.0,2820.0,3873.6282,4408.0693,3927.109
9000.0,2840.0,3881.6194,4579.542,3912.0032
9000.0,2860.0,3890.4104,4579.542,3936.1956
9000.0,2880.0,3899.7537,4726.7666,3950.9624
9000.0,2900.0,3907.8909,4726.7666,3887.685
9000.0,2920.0,3913.8904,3502.2068,3716.5725
9000.0,2940.0,3916.476,3502.2068,3530.7869
9000.0,2960.0,3915.5415,3502.2068,3529.4053
9000.0,2980.0,3911.4695,3502.2068,3662.5796
9000.0,3000.0,3904.057,3502.2068,3762.7483
9000.0,3020.0,3893.1885,3126.3518,3768.0596
9000.0,3040.0,3881.1592,3126.3518,3731.0398
9000.0,3060.0,3868.055,2899.4531,3729.704
9000.0,3080.0,3854.5647,2899.4531,3781.0293
9000.0,3100.0,3840.9116,2899.4531,3829.8892
9000.0,3120.0,3826.9263,3206.0261,3822.685
9000.0,3140.0,3812.6719,3206.0261,3776.9927
9000.0,3160.0,3798.3296,3206.0261,3748.7654
9000.0,3180.0,3784.6465,3206.0261,3755.35
9000.0,3200.0,3771.7715,4139.6016,3768.538
9000.0,3220.0,3759.7344,4139.6016,3758.772
9000.0,3240.0,3748.6157,4139.6016,3746.2756
9000.0,3260.0,3738.5195,4139.6016,3762.0286
9000.0,3280.0,3729.4448,4139.6016,3810.7378
9000.0,3300.0,3721.4631,3833.0286,3860.4692
9000.0,3320.0,3714.5962,3833.0286,3878.988
9000.0,3340.0,3708.8167,3833.0286,3870.0586
9000.0,3360.0,3703.8933,3833.0286,3851.198
9000.0,3380.0,3699.6968,3833.0286,3827.277
9000.0,3400.0,3696.0945,3808.7798,3795.5247
9000.0,3420.0,3693.3352,3808.7798,3762.9517
9000.0,3440.0,3691.587,4366.5,3759.8438
9000.0,3460.0,3690.8362,4366.5,3768.0503
9000.0,3480.0,3690.6943,3808.7798,3766.5886
